#basename     Sc       EC       nBSA     nBSA_p     nBSA_np    FracI         Ld        ACI        slope     Y-inter  Pearsons(r)   logN      log_asp  delGb_exp Nintres dGexp_Norm
2I25_N_L    0.781    0.470    0.12248    0.12808    0.11717    0.17695     0.15000    3.70833   -1.52356   -0.50490   -0.97598     2.38561    0.0536   -12.280     48   -0.25583
1OC0_A_B    0.687    0.339    0.07364    0.06463    0.08091    0.08229     0.17500    3.38095   -1.58719   -0.49879   -0.94295     2.60314    0.9929   -12.280     42   -0.29238
1FLE_E_I    0.708    0.189    0.18367    0.14832    0.21585    0.18375     0.12637    2.13043   -1.88478   -0.40296   -0.96752     2.45788    0.7081   -12.280     46   -0.26696
2GAF_D_A    0.586    0.370    0.10906    0.11650    0.10335    0.13233     0.09288    2.93333   -1.93047   -0.35726   -0.90548     2.86510    0.1939   -12.170     60   -0.20283
2B42_A_B    0.648    0.290    0.11864    0.12857    0.11151    0.15328     0.10417    3.03333   -1.60286   -0.51477   -0.88937     2.73878    0.2962   -12.110     60   -0.20183
2GOX_A_B    0.685    0.074    0.11124    0.11377    0.10940    0.13260     0.14050    2.64706   -1.80190   -0.34103   -0.99053     2.55871    0.6598   -12.080     34   -0.35529
1IBR_A_B    0.645    0.382    0.12179    0.12757    0.11758    0.15764     0.05012    2.86047   -2.11577   -0.29090   -0.99400     2.79657    0.4355   -12.070     86   -0.14035
1ATN_A_D    0.747    0.234    0.06977    0.05413    0.08157    0.08373     0.11458    2.81818   -2.04278   -0.32374   -0.95333     2.79865    0.1577   -12.070     44   -0.27432
1ZLI_A_B    0.751   -0.522    0.14066    0.12108    0.15508    0.18898     0.11765    2.77273   -1.95912   -0.31262   -0.96701     2.57978    0.6164   -12.040     44   -0.27364
2OUL_A_B    0.763    0.066    0.11818    0.09435    0.13739    0.17816     0.10440    2.36842   -2.40000   -0.22903   -0.89691     2.54158    0.3526   -11.960     38   -0.31474
2OZA_B_A    0.671    0.387    0.20521    0.20498    0.20537    0.25149     0.03810    2.63889   -2.43806   -0.27213   -0.96317     2.82737    0.0103   -11.730    144   -0.08146
2ABZ_B_E    0.697   -0.537    0.10526    0.08695    0.11932    0.12707     0.13462    2.33333   -1.61349   -0.46877   -0.98660     2.55751    0.7004   -11.670     42   -0.27786
3S9D_B_A    0.665    0.254    0.11321    0.08861    0.13066    0.15961     0.09778    2.81818   -1.63360   -0.33340   -0.98270     2.48714    0.1514   -11.630     44   -0.26432
1OPH_A_B    0.784    0.075    0.05631    0.04627    0.06438    0.07358     0.13077    2.47059   -1.80058   -0.40804   -0.89718     2.77670    0.2257   -11.320     34   -0.33294
1GPW_A_B    0.598    0.587    0.11460    0.10340    0.12403    0.14317     0.10784    2.18182   -1.27262   -0.46126   -0.73649     2.65610    0.1020   -11.320     44   -0.25727
1GXD_A_C    0.456    0.385    0.06125    0.06015    0.06203    0.08824     0.08201    4.38710   -2.16445   -0.32087   -0.97560     2.91169    0.5118   -11.300     62   -0.18226
2UUY_A_B    0.759   -0.066    0.10869    0.09494    0.11973    0.15580     0.15476    2.69231   -1.65732   -0.31146   -0.98231     2.43933    0.6323   -11.260     26   -0.43308
1M10_A_B    0.594    0.449    0.10273    0.11054    0.09691    0.14807     0.09317    2.76667   -1.99490   -0.33451   -0.92316     2.66839    0.1276   -11.240     60   -0.18733
1NW9_B_A    0.759   -0.162    0.14138    0.11622    0.15985    0.20303     0.08882    2.03704   -1.89781   -0.35287   -0.96357     2.51720    0.4175   -11.190     54   -0.20722
1YVB_A_I    0.682   -0.049    0.22391    0.18879    0.25425    0.18182     0.13636    1.72222   -1.17748   -0.43516   -0.97890     2.54654    0.3366   -11.170     36   -0.31028
2HRK_A_B    0.738   -0.059    0.10620    0.08153    0.12250    0.14765     0.14545    3.43750   -2.04713   -0.32576   -0.94909     2.47422    0.1651   -10.980     32   -0.34313
3BX7_A_C    0.677    0.369    0.16672    0.13811    0.18810    0.23891     0.08184    2.43750   -2.17609   -0.31146   -0.91931     2.46687    0.1588   -10.980     64   -0.17156
1KAC_A_B    0.688    0.563    0.10417    0.08596    0.11780    0.14563     0.15455    2.47059   -1.00389   -0.50774   -0.74928     2.48996    0.1737   -10.680     34   -0.31412
2WPT_A_B    0.741    0.301    0.15697    0.15802    0.15613    0.25128     0.11607    3.42308   -1.71115   -0.41873   -0.88119     2.29003    0.1392   -10.670     52   -0.20519
1FC2_C_D    0.668   -0.172    0.09159    0.07294    0.10836    0.14343     0.19192    2.63158   -1.32326   -0.55407   -0.80190     2.39620    0.6804   -10.430     38   -0.27447
2A9K_A_B    0.735    0.011    0.09977    0.08981    0.10876    0.14286     0.12179    2.31579   -1.89767   -0.34758   -0.97761     2.57634    0.0855   -10.250     38   -0.26974
1H1V_A_G    0.709   -0.249    0.06773    0.06235    0.07189    0.09286     0.09412    2.83333   -1.59894   -0.34788   -0.94794     2.84198    0.0513   -10.200     48   -0.21250
2HQS_A_H    0.703    0.462    0.10963    0.09222    0.12396    0.14423     0.09722    2.97619   -1.77332   -0.47504   -0.95366     2.71600    0.5814   -10.150     84   -0.12083
1EFN_B_A    0.773   -0.009    0.14743    0.14408    0.14945    0.20497     0.15152    4.25000   -1.34361   -0.49068   -0.99984     2.20683    0.2611   -10.120     40   -0.25300
2HLE_A_B    0.640    0.575    0.13606    0.12625    0.14300    0.19315     0.10000    2.50000   -1.68651   -0.40203   -0.97068     2.50651    0.1503   -10.090     56   -0.18018
2C0L_A_B    0.714    0.037    0.11062    0.08735    0.12915    0.14010     0.12681    2.08571   -1.52113   -0.58070   -0.92251     2.61700    0.3790    -9.820     70   -0.14029
1FQJ_A_B    0.740   -0.155    0.08483    0.07972    0.08837    0.11504     0.10407    3.34783   -2.00730   -0.36361   -0.99148     2.65321    0.3772    -9.790     46   -0.21283
1BUH_A_B    0.689    0.460    0.07501    0.06802    0.08005    0.10644     0.14835    2.07407   -1.27963   -0.59102   -0.70923     2.55267    0.6127    -9.700     54   -0.17963
3BZD_A_B    0.555    0.428    0.08178    0.07884    0.08400    0.11370     0.18519    3.00000   -2.14947   -0.23732   -0.99483     2.53529    0.3317    -9.570     20   -0.47850
3PC8_A_C    0.759    0.518    0.12548    0.13090    0.12139    0.20690     0.17000    2.76471   -1.59952   -0.42519   -0.95689     2.24055    0.1002    -9.540     34   -0.28059
1PVH_A_B    0.714    0.277    0.07636    0.06979    0.08135    0.10811     0.14167    3.47059   -2.06154   -0.33038   -0.93431     2.56820    0.0753    -9.520     34   -0.28000
3K75_D_B    0.706    0.524    0.06136    0.03973    0.07971    0.09774     0.17172    1.82353   -1.09131   -0.51370   -0.69530     2.60097    0.2154    -9.490     34   -0.27912
4IZ7_A_B    0.754    0.327    0.05797    0.04620    0.06663    0.07816     0.18889    3.11765   -1.39862   -0.47097   -0.97996     2.63749    0.5823    -9.440     34   -0.27765
3BIW_A_E    0.590    0.183    0.04297    0.04654    0.04027    0.05493     0.13000    2.23077   -2.40488   -0.19847   -0.98661     2.85126    0.4787    -9.410     26   -0.36192
1H9D_A_B    0.661   -0.130    0.16657    0.13414    0.19722    0.24800     0.11282    2.63636   -1.94999   -0.33244   -0.96977     2.39794    0.0000    -9.180     44   -0.20864
1ZHI_A_B    0.723    0.364    0.06980    0.06715    0.07192    0.12812     0.15455    2.11765   -1.32359   -0.43640   -0.81671     2.50515    0.1931    -9.080     34   -0.26706
1GRN_A_B    0.691   -0.393    0.12930    0.12721    0.13078    0.15424     0.10526    2.59375   -1.35750   -0.50507   -0.90927     2.58883    0.0134    -9.030     64   -0.14109
1B6C_A_B    0.713    0.157    0.08898    0.05972    0.11329    0.12240     0.12088    2.72727   -1.68041   -0.47309   -0.96076     2.63649    0.4838    -8.940     44   -0.20318
1KTZ_A_B    0.731    0.463    0.08936    0.08094    0.09515    0.13830     0.15278    3.36364   -1.26303   -0.26324   -1.00000     2.27416    0.1114    -8.920     22   -0.40545
3CPH_G_A    0.659    0.131    0.06007    0.05715    0.06235    0.07780     0.11979    2.78261   -1.74034   -0.37400   -0.98047     2.78958    0.4014    -8.840     46   -0.19217
1R6Q_A_C    0.663    0.493    0.19869    0.12605    0.25688    0.29237     0.08235    2.91429   -1.92452   -0.40132   -0.93658     2.37291    0.1791    -8.840     70   -0.12629
4M76_A_B    0.689    0.033    0.05075    0.05338    0.04861    0.06709     0.16250    2.92308   -1.79248   -0.28267   -0.98577     2.67669    0.2184    -8.660     26   -0.33308
1E6E_A_B    0.668    0.084    0.09362    0.09416    0.09320    0.10702     0.08553    2.51282   -1.84169   -0.43437   -0.92634     2.75587    0.6068    -8.280     78   -0.10615
1J2J_A_B    0.700    0.342    0.11059    0.06152    0.15511    0.15942     0.16162    2.68750   -1.14947   -0.44144   -0.98225     2.31387    0.6047    -8.130     32   -0.25406
1US7_A_B    0.799    0.279    0.05050    0.05152    0.04980    0.09476     0.19000    2.42105   -1.56017   -0.51094   -0.94355     2.60097    0.0283    -8.090     38   -0.21289
1FFW_A_B    0.752    0.434    0.12261    0.09862    0.14091    0.15228     0.17778    2.25000   -0.85191   -0.51717   -0.99051     2.29226    0.2747    -8.090     32   -0.25281
1ZM4_A_B    0.652    0.493    0.03548    0.03822    0.03338    0.05151     0.13131    3.07692   -2.40488   -0.19847   -0.98661     3.01242    0.5989    -8.030     26   -0.30885
3F1P_A_B    0.619    0.220    0.16773    0.13806    0.18978    0.26667     0.11278    5.53333   -1.27007   -0.65056   -0.77461     2.35218    0.0115    -7.850     90   -0.08722
1NVU_R_S    0.679    0.300    0.11096    0.11075    0.11113    0.15906     0.05306    3.40385   -1.59683   -0.41818   -0.99466     2.80277    0.4510    -7.800    104   -0.07500
1LFD_B_A    0.757    0.192    0.09435    0.09441    0.09429    0.13333     0.14000    2.92857   -1.77513   -0.30364   -0.99990     2.40483    0.2832    -7.790     28   -0.27821
2BTF_A_P    0.691    0.178    0.09528    0.09336    0.09671    0.11914     0.09630    3.42308   -2.06484   -0.31456   -0.95095     2.70927    0.4286    -7.690     52   -0.14788
1F6M_A_C    0.633    0.194    0.09403    0.07495    0.10954    0.13084     0.11538    2.27778   -1.81740   -0.30148   -0.96435     2.63144    0.4717    -7.600     36   -0.21111
2TGP_Z_I    0.755   -0.088    0.11811    0.10096    0.13230    0.17021     0.17857    2.60000   -2.14947   -0.23732   -0.99483     2.44871    0.5848    -7.540     20   -0.37700
1MQ8_A_B    0.725    0.005    0.06495    0.06020    0.06867    0.11050     0.16667    2.05000   -1.47925   -0.60125   -0.93456     2.55751    0.0168    -7.530     40   -0.18825
1NVU_Q_S    0.679    0.300    0.11096    0.11075    0.11113    0.15906     0.05306    3.40385   -1.59683   -0.41818   -0.99466     2.80277    0.4510    -7.800    104   -0.07500
1EWY_A_C    0.438   -0.298    0.08171    0.09609    0.07066    0.11471     0.11818    3.84615   -2.57067   -0.17899   -0.99978     2.60314    0.4902    -7.430     26   -0.28577
1E96_A_B    0.698    0.191    0.06575    0.06318    0.06751    0.10440     0.16667    2.80000   -1.92471   -0.35811   -0.93728     2.55991    0.0167    -7.420     30   -0.24733
2X9A_D_C    0.691    0.267    0.20804    0.18029    0.22815    0.29801     0.12299    2.60870   -1.88176   -0.36159   -0.93874     2.17898    0.1689    -7.310     46   -0.15891
2FJU_B_A    0.751    0.326    0.03334    0.02804    0.03709    0.03771     0.17273    3.63158   -1.60368   -0.48124   -0.97576     2.94101    0.5946    -7.200     38   -0.18947
1QA9_A_B    0.554    0.245    0.11786    0.13901    0.09816    0.19797     0.11111    3.15000   -2.09118   -0.29688   -0.99163     2.29447    0.0308    -7.160     40   -0.17900
1XQS_A_C    0.688    0.458    0.12156    0.14982    0.09835    0.15618     0.08706    3.32432   -1.78762   -0.41484   -0.97942     2.63246    0.2041    -7.080     74   -0.09568
1Z0K_A_B    0.699    0.144    0.16587    0.15486    0.17464    0.21645     0.10547    2.88889   -1.54533   -0.43381   -0.98704     2.36173    0.4425    -6.980     54   -0.12926
2PCB_A_B    0.540    0.195    0.05648    0.06148    0.05292    0.07035     0.24490    2.41667   -1.43326   -0.47465   -0.93686     2.59988    0.4513    -6.820     24   -0.28417
1GLA_G_F    0.634    0.371    0.05184    0.04241    0.05938    0.05846     0.16346    2.64706   -1.70108   -0.39624   -0.97028     2.81291    0.4824    -6.760     34   -0.19882
2AQ3_A_B    0.602    0.310    0.07027    0.07206    0.06890    0.09913     0.17188    2.45455   -0.73697   -0.34242   -1.00000     2.53529    0.3317    -6.710     22   -0.30500
1WQ1_R_G    0.572   -0.237    0.13612    0.12906    0.14167    0.17248     0.10333    2.70968   -0.61537   -0.58646   -0.93104     2.68664    0.2850    -6.620     62   -0.10677
1AVZ_B_C    0.706    0.107    0.14303    0.14257    0.14335    0.20000     0.15152    3.90000   -1.55780   -0.46079   -0.88481     2.20412    0.2569    -6.550     40   -0.16375
1GCQ_B_C    0.868   -0.173    0.17192    0.15076    0.18916    0.28571     0.14286    2.85000   -0.95531   -0.49282   -0.95531     2.10037    0.0829    -6.510     40   -0.16275
1AK4_A_D    0.815    0.059    0.06782    0.05719    0.07502    0.09677     0.18182    2.21429   -1.29271   -0.38128   -0.99307     2.49136    0.0561    -6.430     28   -0.22964
3DAW_A_B    0.689   -0.180    0.10228    0.09032    0.11245    0.13450     0.09868    2.26667   -1.83080   -0.38807   -0.88215     2.70927    0.4244    -6.410     60   -0.10683
3H2V_A_E    0.691    0.184    0.10222    0.10348    0.10125    0.14516     0.25926    4.50000   -1.28612   -0.53905   -0.87755     2.39445    0.3713    -6.310     28   -0.22536
2OOB_A_B    0.804    0.530    0.11686    0.06474    0.16048    0.21552     0.36000    1.44444   -0.78464   -0.63333   -0.48246     2.06446    0.2138    -5.660     18   -0.31444
1S1Q_A_B    0.750    0.368    0.11338    0.11714    0.11060    0.17209     0.13750    2.90909   -2.51256   -0.19833   -0.99224     2.32838    0.2918    -4.290     22   -0.19500
